weather_iteration,hydro_iteration,stage_id,timepoint,cap_factor
11,1,1,1130,0.0
11,1,1,1131,0.0
11,1,1,1132,0.0
11,1,1,1133,0.0
11,1,1,1134,0.0
11,1,1,1135,0.0
11,1,1,1136,0.0
11,1,1,1137,0.05461
11,1,1,1138,0.133105
11,1,1,1139,0.20478
11,1,1,1140,0.16041
11,1,1,1141,0.197955
11,1,1,1142,0.39249
11,1,1,1143,0.276455
11,1,1,1144,0.15358
11,1,1,1145,0.064845
11,1,1,1146,0.003415
11,1,1,1147,0.0
11,1,1,1148,0.0
11,1,1,1149,0.0
11,1,1,1150,0.0
11,1,1,1151,0.0
11,1,1,1152,0.0
11,1,1,1153,0.0
11,1,1,1154,0.0
11,1,1,1155,0.0
11,1,1,1156,0.0
11,1,1,1157,0.0
11,1,1,1158,0.0
11,1,1,1159,0.0
11,1,1,1160,0.027305
11,1,1,1161,0.269625
11,1,1,1162,0.46075
11,1,1,1163,0.68942
11,1,1,1164,0.83959
11,1,1,1165,0.897615
11,1,1,1166,0.856655
11,1,1,1167,0.7372
11,1,1,1168,0.556315
11,1,1,1169,0.327645
11,1,1,1170,0.064845
11,1,1,1171,0.0
11,1,1,1172,0.0
11,1,1,1173,0.0
11,1,1,1174,0.0
11,1,1,1175,0.0
11,1,1,1176,0.0
11,1,1,1177,0.0
11,1,1,1178,0.0
11,1,1,1179,0.0
11,1,1,1180,0.0
11,1,1,1181,0.0
11,1,1,1182,0.0
11,1,1,1183,0.0
11,1,1,1184,0.040955
11,1,1,1185,0.32423
11,1,1,1186,0.59044
11,1,1,1187,0.75768
11,1,1,1188,0.78498
11,1,1,1189,0.81229
11,1,1,1190,0.784985
11,1,1,1191,0.682595
11,1,1,1192,0.546075
11,1,1,1193,0.307165
11,1,1,1194,0.071675
11,1,1,1195,0.0
11,1,1,1196,0.0
11,1,1,1197,0.0
11,1,1,1198,0.0
11,1,1,1199,0.0
11,1,1,1200,0.0
11,1,1,1201,0.0
11,1,1,1202,0.0
11,1,1,1203,0.0
11,1,1,1204,0.0
11,1,1,1205,0.0
11,1,1,1206,0.0
11,1,1,1207,0.0
11,1,1,1208,0.04437
11,1,1,1209,0.303755
11,1,1,1210,0.552905
11,1,1,1211,0.750855
11,1,1,1212,0.85324
11,1,1,1213,0.88737
11,1,1,1214,0.86007
11,1,1,1215,0.74744
11,1,1,1216,0.57679
11,1,1,1217,0.341295
11,1,1,1218,0.071675
11,1,1,1219,0.0
11,1,1,1220,0.0
11,1,1,1221,0.0
11,1,1,1222,0.0
11,1,1,1223,0.0
11,1,1,1224,0.0
11,1,1,1225,0.0
11,1,1,1226,0.0
11,1,1,1227,0.0
11,1,1,1228,0.0
11,1,1,1229,0.0
11,1,1,1230,0.0
11,1,1,1231,0.0
11,1,1,1232,0.030715
11,1,1,1233,0.245735
11,1,1,1234,0.453925
11,1,1,1235,0.58703
11,1,1,1236,0.64846
11,1,1,1237,0.699655
11,1,1,1238,0.692835
11,1,1,1239,0.61092
11,1,1,1240,0.48123
11,1,1,1241,0.273035
11,1,1,1242,0.04778
11,1,1,1243,0.0
11,1,1,1244,0.0
11,1,1,1245,0.0
11,1,1,1246,0.0
11,1,1,1247,0.0
11,1,1,1248,0.0
11,1,1,1249,0.0
11,1,1,1250,0.0
11,1,1,1251,0.0
11,1,1,1252,0.0
11,1,1,1253,0.0
11,1,1,1254,0.0
11,1,1,1255,0.0
11,1,1,1256,0.003415
11,1,1,1257,0.040955
11,1,1,1258,0.10239
11,1,1,1259,0.16382
11,1,1,1260,0.21843
11,1,1,1261,0.259385
11,1,1,1262,0.27645
11,1,1,1263,0.21843
11,1,1,1264,0.21843
11,1,1,1265,0.221845
11,1,1,1266,0.051195
11,1,1,1267,0.0
11,1,1,1268,0.0
11,1,1,1269,0.0
11,1,1,1270,0.0
11,1,1,1271,0.0
11,1,1,1272,0.0
11,1,1,1273,0.0
11,1,1,1274,0.0
11,1,1,1275,0.0
11,1,1,1276,0.0
11,1,1,1277,0.0
11,1,1,1278,0.0
11,1,1,1279,0.0
11,1,1,1280,0.01024
11,1,1,1281,0.0785
11,1,1,1282,0.20478
11,1,1,1283,0.351535
11,1,1,1284,0.334475
11,1,1,1285,0.395905
11,1,1,1286,0.50512
11,1,1,1287,0.48464
11,1,1,1288,0.337885
11,1,1,1289,0.17406
11,1,1,1290,0.02389
11,1,1,1291,0.0
11,1,1,1292,0.0
11,1,1,1293,0.0
11,1,1,1294,0.0
11,1,1,1295,0.0
11,1,1,1296,0.0
11,1,1,1297,0.0
11,1,1,1298,0.0
11,1,1,1299,0.0
11,1,1,1300,0.0
11,1,1,1301,0.0
11,1,1,1302,0.0
11,1,1,1303,0.0
11,1,1,1304,0.027305
11,1,1,1305,0.19454
11,1,1,1306,0.43686
11,1,1,1307,0.709895
11,1,1,1308,0.78157
11,1,1,1309,0.84983
11,1,1,1310,0.80887
11,1,1,1311,0.692835
11,1,1,1312,0.433445
11,1,1,1313,0.17065
11,1,1,1314,0.030715
11,1,1,1315,0.0
11,1,1,1316,0.0
11,1,1,1317,0.0
11,1,1,1318,0.0
11,1,1,1319,0.0
11,1,1,1320,0.0
11,1,1,1321,0.0
11,1,1,1322,0.0
11,1,1,1323,0.0
11,1,1,1324,0.0
11,1,1,1325,0.0
11,1,1,1326,0.0
11,1,1,1327,0.0
11,1,1,1328,0.040955
11,1,1,1329,0.201365
11,1,1,1330,0.273035
11,1,1,1331,0.361775
11,1,1,1332,0.45734
11,1,1,1333,0.419795
11,1,1,1334,0.460755
11,1,1,1335,0.409555
11,1,1,1336,0.30034
11,1,1,1337,0.11263
11,1,1,1338,0.027305
11,1,1,1339,0.0
11,1,1,1340,0.0
11,1,1,1341,0.0
11,1,1,1342,0.0
11,1,1,1343,0.0
11,1,1,1344,0.0
11,1,1,1345,0.0
11,1,1,1346,0.0
11,1,1,1347,0.0
11,1,1,1348,0.0
11,1,1,1349,0.0
11,1,1,1350,0.0
11,1,1,1351,0.0
11,1,1,1352,0.04437
11,1,1,1353,0.31058
11,1,1,1354,0.5256
11,1,1,1355,0.648465
11,1,1,1356,0.69966
11,1,1,1357,0.8942
11,1,1,1358,0.914675
11,1,1,1359,0.812285
11,1,1,1360,0.638225
11,1,1,1361,0.385665
11,1,1,1362,0.10239
11,1,1,1363,0.0
11,1,1,1364,0.0
11,1,1,1365,0.0
11,1,1,1366,0.0
11,1,1,1367,0.0
11,1,1,1368,0.0
11,1,1,1369,0.0
11,1,1,1370,0.0
11,1,1,1371,0.0
11,1,1,1372,0.0
11,1,1,1373,0.0
11,1,1,1374,0.0
11,1,1,1375,0.0
11,1,1,1376,0.071675
11,1,1,1377,0.33106
11,1,1,1378,0.556315
11,1,1,1379,0.69966
11,1,1,1380,0.819115
11,1,1,1381,0.85324
11,1,1,1382,0.843005
11,1,1,1383,0.761095
11,1,1,1384,0.6041
11,1,1,1385,0.372015
11,1,1,1386,0.10239
11,1,1,1387,0.0
11,1,1,1388,0.0
11,1,1,1389,0.0
11,1,1,1390,0.0
11,1,1,1391,0.0
11,1,1,1392,0.0
11,1,1,1393,0.0
11,1,1,1394,0.0
11,1,1,1395,0.0
11,1,1,1396,0.0
11,1,1,1397,0.0
11,1,1,1398,0.0
11,1,1,1399,0.0
11,1,1,1400,0.061435
11,1,1,1401,0.27304
11,1,1,1402,0.4744
11,1,1,1403,0.464165
11,1,1,1404,0.49147
11,1,1,1405,0.43003
11,1,1,1406,0.42321
11,1,1,1407,0.30034
11,1,1,1408,0.23891
11,1,1,1409,0.143345
11,1,1,1410,0.037545
11,1,1,1411,0.0
11,1,1,1412,0.0
11,1,1,1413,0.0
11,1,1,1414,0.0
11,1,1,1415,0.0
11,1,1,1416,0.0
11,1,1,1417,0.0
11,1,1,1418,0.0
11,1,1,1419,0.0
11,1,1,1420,0.0
11,1,1,1421,0.0
11,1,1,1422,0.0
11,1,1,1423,0.0
11,1,1,1424,0.02389
11,1,1,1425,0.15358
11,1,1,1426,0.317405
11,1,1,1427,0.3686
11,1,1,1428,0.453925
11,1,1,1429,0.372015
11,1,1,1430,0.4744
11,1,1,1431,0.5256
11,1,1,1432,0.43686
11,1,1,1433,0.30717
11,1,1,1434,0.105805
11,1,1,1435,0.0
11,1,1,1436,0.0
11,1,1,1437,0.0
11,1,1,1438,0.0
11,1,1,1439,0.0
11,1,1,1440,0.0
11,1,1,1441,0.0
11,1,1,1442,0.0
11,1,1,1443,0.0
11,1,1,1444,0.0
11,1,1,1445,0.0
11,1,1,1446,0.0
11,1,1,1447,0.0
11,1,1,1448,0.06826
11,1,1,1449,0.31741
11,1,1,1450,0.488055
11,1,1,1451,0.576795
11,1,1,1452,0.467575
11,1,1,1453,0.51877
11,1,1,1454,0.385665
11,1,1,1455,0.235495
11,1,1,1456,0.09556
11,1,1,1457,0.040955
11,1,1,1458,0.01365
11,1,1,1459,0.0
11,1,1,1460,0.0
11,1,1,1461,0.0
11,1,1,1462,0.0
11,1,1,1463,0.0
11,1,1,1464,0.0
11,1,1,1465,0.0
11,1,1,1466,0.0
11,1,1,1467,0.0
11,1,1,1468,0.0
11,1,1,1469,0.0
11,1,1,1470,0.0
11,1,1,1471,0.0
11,1,1,1472,0.064845
11,1,1,1473,0.29693
11,1,1,1474,0.464165
11,1,1,1475,0.60751
11,1,1,1476,0.74744
11,1,1,1477,0.82935
11,1,1,1478,0.802045
11,1,1,1479,0.71331
11,1,1,1480,0.604095
11,1,1,1481,0.395905
11,1,1,1482,0.119455
11,1,1,1483,0.0
11,1,1,1484,0.0
11,1,1,1485,0.0
11,1,1,1486,0.0
11,1,1,1487,0.0
11,1,1,1488,0.0
11,1,1,1489,0.0
11,1,1,1490,0.0
11,1,1,1491,0.0
11,1,1,1492,0.0
11,1,1,1493,0.0
11,1,1,1494,0.0
11,1,1,1495,0.0
11,1,1,1496,0.040955
11,1,1,1497,0.232085
11,1,1,1498,0.50171
11,1,1,1499,0.61775
11,1,1,1500,0.66553
11,1,1,1501,0.733785
11,1,1,1502,0.71331
11,1,1,1503,0.62116
11,1,1,1504,0.43345
11,1,1,1505,0.23208
11,1,1,1506,0.05802
11,1,1,1507,0.0
11,1,1,1508,0.0
11,1,1,1509,0.0
11,1,1,1510,0.0
11,1,1,1511,0.0
11,1,1,1512,0.0
11,1,1,1513,0.0
11,1,1,1514,0.0
11,1,1,1515,0.0
11,1,1,1516,0.0
11,1,1,1517,0.0
11,1,1,1518,0.0
11,1,1,1519,0.0
11,1,1,1520,0.03413
11,1,1,1521,0.211605
11,1,1,1522,0.40273
11,1,1,1523,0.5529
11,1,1,1524,0.63481
11,1,1,1525,0.638225
11,1,1,1526,0.590445
11,1,1,1527,0.430035
11,1,1,1528,0.29352
11,1,1,1529,0.20478
11,1,1,1530,0.037545
11,1,1,1531,0.0
11,1,1,1532,0.0
11,1,1,1533,0.0
11,1,1,1534,0.0
11,1,1,1535,0.0
11,1,1,1536,0.0
11,1,1,1537,0.0
11,1,1,1538,0.0
11,1,1,1539,0.0
11,1,1,1540,0.0
11,1,1,1541,0.0
11,1,1,1542,0.0
11,1,1,1543,0.0
11,1,1,1544,0.06826
11,1,1,1545,0.266215
11,1,1,1546,0.38225
11,1,1,1547,0.474405
11,1,1,1548,0.53925
11,1,1,1549,0.52901
11,1,1,1550,0.4471
11,1,1,1551,0.392495
11,1,1,1552,0.27645
11,1,1,1553,0.139935
11,1,1,1554,0.027305
11,1,1,1555,0.0
11,1,1,1556,0.0
11,1,1,1557,0.0
11,1,1,1558,0.0
11,1,1,1559,0.0
11,1,1,1560,0.0
11,1,1,1561,0.0
11,1,1,1562,0.0
11,1,1,1563,0.0
11,1,1,1564,0.0
11,1,1,1565,0.0
11,1,1,1566,0.0
11,1,1,1567,0.0
11,1,1,1568,0.01024
11,1,1,1569,0.01024
11,1,1,1570,0.027305
11,1,1,1571,0.054605
11,1,1,1572,0.06826
11,1,1,1573,0.10239
11,1,1,1574,0.15017
11,1,1,1575,0.16382
11,1,1,1576,0.19795
11,1,1,1577,0.133105
11,1,1,1578,0.030715
11,1,1,1579,0.0
11,1,1,1580,0.0
11,1,1,1581,0.0
11,1,1,1582,0.0
11,1,1,1583,0.0
11,1,1,1584,0.0
11,1,1,1585,0.0
11,1,1,1586,0.0
11,1,1,1587,0.0
11,1,1,1588,0.0
11,1,1,1589,0.0
11,1,1,1590,0.0
11,1,1,1591,0.0
11,1,1,1592,0.040955
11,1,1,1593,0.146755
11,1,1,1594,0.1843
11,1,1,1595,0.19795
11,1,1,1596,0.25939
11,1,1,1597,0.42662
11,1,1,1598,0.539245
11,1,1,1599,0.59044
11,1,1,1600,0.50171
11,1,1,1601,0.351535
11,1,1,1602,0.12628
11,1,1,1603,0.0
11,1,1,1604,0.0
11,1,1,1605,0.0
11,1,1,1606,0.0
11,1,1,1607,0.0
11,1,1,1608,0.0
11,1,1,1609,0.0
11,1,1,1610,0.0
11,1,1,1611,0.0
11,1,1,1612,0.0
11,1,1,1613,0.0
11,1,1,1614,0.0
11,1,1,1615,0.0
11,1,1,1616,0.04437
11,1,1,1617,0.18771
11,1,1,1618,0.317405
11,1,1,1619,0.56314
11,1,1,1620,0.74403
11,1,1,1621,0.726965
11,1,1,1622,0.69966
11,1,1,1623,0.651875
11,1,1,1624,0.569965
11,1,1,1625,0.34812
11,1,1,1626,0.109215
11,1,1,1627,0.0
11,1,1,1628,0.0
11,1,1,1629,0.0
11,1,1,1630,0.0
11,1,1,1631,0.0
11,1,1,1632,0.0
11,1,1,1633,0.0
11,1,1,1634,0.0
11,1,1,1635,0.0
11,1,1,1636,0.0
11,1,1,1637,0.0
11,1,1,1638,0.0
11,1,1,1639,0.0
11,1,1,1640,0.081915
11,1,1,1641,0.30034
11,1,1,1642,0.440275
11,1,1,1643,0.59727
11,1,1,1644,0.67577
11,1,1,1645,0.733785
11,1,1,1646,0.75427
11,1,1,1647,0.638225
11,1,1,1648,0.42662
11,1,1,1649,0.211605
11,1,1,1650,0.051195
11,1,1,1651,0.0
11,1,1,1652,0.0
11,1,1,1653,0.0
11,1,1,1654,0.0
11,1,1,1655,0.0
11,1,1,1656,0.0
11,1,1,1657,0.0
11,1,1,1658,0.0
11,1,1,1659,0.0
11,1,1,1660,0.0
11,1,1,1661,0.0
11,1,1,1662,0.0
11,1,1,1663,0.0
11,1,1,1664,0.02389
11,1,1,1665,0.088735
11,1,1,1666,0.187715
11,1,1,1667,0.293515
11,1,1,1668,0.279865
11,1,1,1669,0.35495
11,1,1,1670,0.42321
11,1,1,1671,0.430035
11,1,1,1672,0.293515
11,1,1,1673,0.14676
11,1,1,1674,0.03413
11,1,1,1675,0.0
11,1,1,1676,0.0
11,1,1,1677,0.0
11,1,1,1678,0.0
11,1,1,1679,0.0
11,1,1,1680,0.0
11,1,1,1681,0.0
11,1,1,1682,0.0
11,1,1,1683,0.0
11,1,1,1684,0.0
11,1,1,1685,0.0
11,1,1,1686,0.0
11,1,1,1687,0.0
11,1,1,1688,0.129695
11,1,1,1689,0.365185
11,1,1,1690,0.47099
11,1,1,1691,0.5529
11,1,1,1692,0.52901
11,1,1,1693,0.535835
11,1,1,1694,0.532425
11,1,1,1695,0.464165
11,1,1,1696,0.39249
11,1,1,1697,0.238905
11,1,1,1698,0.08874
11,1,1,1699,0.0
11,1,1,1700,0.0
11,1,1,1701,0.0
11,1,1,1702,0.0
11,1,1,1703,0.0
11,1,1,1704,0.0
11,1,1,1705,0.0
11,1,1,1706,0.0
11,1,1,1707,0.0
11,1,1,1708,0.0
11,1,1,1709,0.0
11,1,1,1710,0.0
11,1,1,1711,0.0
11,1,1,1712,0.030715
11,1,1,1713,0.07509
11,1,1,1714,0.105805
11,1,1,1715,0.25256
11,1,1,1716,0.41297
11,1,1,1717,0.576795
11,1,1,1718,0.68942
11,1,1,1719,0.761095
11,1,1,1720,0.64164
11,1,1,1721,0.42321
11,1,1,1722,0.157
11,1,1,1723,0.0
11,1,1,1724,0.0
11,1,1,1725,0.0
11,1,1,1726,0.0
11,1,1,1727,0.0
11,1,1,1728,0.0
11,1,1,1729,0.0
11,1,1,1730,0.0
11,1,1,1731,0.0
11,1,1,1732,0.0
11,1,1,1733,0.0
11,1,1,1734,0.0
11,1,1,1735,0.0
11,1,1,1736,0.040955
11,1,1,1737,0.23891
11,1,1,1738,0.416385
11,1,1,1739,0.5529
11,1,1,1740,0.546075
11,1,1,1741,0.57679
11,1,1,1742,0.525595
11,1,1,1743,0.47099
11,1,1,1744,0.317405
11,1,1,1745,0.15017
11,1,1,1746,0.04778
11,1,1,1747,0.0
11,1,1,1748,0.0
11,1,1,1749,0.0
11,1,1,1750,0.0
11,1,1,1751,0.0
11,1,1,1752,0.0
11,1,1,1753,0.0
11,1,1,1754,0.0
11,1,1,1755,0.0
11,1,1,1756,0.0
11,1,1,1757,0.0
11,1,1,1758,0.0
11,1,1,1759,0.0
11,1,1,1760,0.04437
11,1,1,1761,0.156995
11,1,1,1762,0.211605
11,1,1,1763,0.225255
11,1,1,1764,0.279865
11,1,1,1765,0.35495
11,1,1,1766,0.365185
11,1,1,1767,0.47099
11,1,1,1768,0.532425
11,1,1,1769,0.35836
11,1,1,1770,0.129695
11,1,1,1771,0.0
11,1,1,1772,0.0
11,1,1,1773,0.0
11,1,1,1774,0.0
11,1,1,1775,0.0
11,1,1,1776,0.0
11,1,1,1777,0.0
11,1,1,1778,0.0
11,1,1,1779,0.0
11,1,1,1780,0.0
11,1,1,1781,0.0
11,1,1,1782,0.0
11,1,1,1783,0.0
11,1,1,1784,0.11263
11,1,1,1785,0.25597
11,1,1,1786,0.313995
11,1,1,1787,0.372015
11,1,1,1788,0.447095
11,1,1,1789,0.62116
11,1,1,1790,0.69283
11,1,1,1791,0.56655
11,1,1,1792,0.419795
11,1,1,1793,0.28669
11,1,1,1794,0.109215
11,1,1,1795,0.0
11,1,1,1796,0.0
11,1,1,1797,0.0
11,1,1,1798,0.0
11,1,1,1799,0.0
11,1,1,1800,0.0
11,1,1,1801,0.0
11,1,1,1802,0.0
11,1,1,1803,0.0
11,1,1,1804,0.0
11,1,1,1805,0.0
11,1,1,1806,0.0
11,1,1,1807,0.0
11,1,1,1808,0.133105
11,1,1,1809,0.348125
11,1,1,1810,0.48123
11,1,1,1811,0.648465
11,1,1,1812,0.71331
11,1,1,1813,0.71331
11,1,1,1814,0.68942
11,1,1,1815,0.59727
11,1,1,1816,0.40273
11,1,1,1817,0.19454
11,1,1,1818,0.088735
11,1,1,1819,0.0
11,1,1,1820,0.0
11,1,1,1821,0.0
11,1,1,1822,0.0
11,1,1,1823,0.0
11,1,1,1824,0.0
11,1,1,1825,0.0
11,1,1,1826,0.0
11,1,1,1827,0.0
11,1,1,1828,0.0
11,1,1,1829,0.0
11,1,1,1830,0.0
11,1,1,1831,0.0
11,1,1,1832,0.061435
11,1,1,1833,0.21843
11,1,1,1834,0.307165
11,1,1,1835,0.32423
11,1,1,1836,0.313995
11,1,1,1837,0.33447
11,1,1,1838,0.313995
11,1,1,1839,0.18771
11,1,1,1840,0.085325
11,1,1,1841,0.01365
11,1,1,1842,0.0
11,1,1,1843,0.0
11,1,1,1844,0.0
11,1,1,1845,0.0
11,1,1,1846,0.0
11,1,1,1847,0.0
11,1,1,1848,0.0
11,1,1,1849,0.0
11,1,1,1850,0.0
11,1,1,1851,0.0
11,1,1,1852,0.0
11,1,1,1853,0.0
11,1,1,1854,0.0
11,1,1,1855,0.0
11,1,1,1856,0.01024
11,1,1,1857,0.04437
11,1,1,1858,0.064845
11,1,1,1859,0.06826
11,1,1,1860,0.05802
11,1,1,1861,0.037545
11,1,1,1862,0.040955
11,1,1,1863,0.051195
11,1,1,1864,0.03413
11,1,1,1865,0.02048
11,1,1,1866,0.01024
11,1,1,1867,0.0
11,1,1,1868,0.0
11,1,1,1869,0.0
11,1,1,1870,0.0
11,1,1,1871,0.0
11,1,1,1872,0.0
11,1,1,1873,0.0
11,1,1,1874,0.0
11,1,1,1875,0.0
11,1,1,1876,0.0
11,1,1,1877,0.0
11,1,1,1878,0.0
11,1,1,1879,0.003415
11,1,1,1880,0.146755
11,1,1,1881,0.40273
11,1,1,1882,0.648465
11,1,1,1883,0.79181
11,1,1,1884,0.880545
11,1,1,1885,0.90785
11,1,1,1886,0.866895
11,1,1,1887,0.77133
11,1,1,1888,0.62457
11,1,1,1889,0.41297
11,1,1,1890,0.167235
11,1,1,1891,0.003415
11,1,1,1892,0.0
11,1,1,1893,0.0
11,1,1,1894,0.0
11,1,1,1895,0.0
11,1,1,1896,0.0
11,1,1,1897,0.0
11,1,1,1898,0.0
11,1,1,1899,0.0
11,1,1,1900,0.0
11,1,1,1901,0.0
11,1,1,1902,0.0
11,1,1,1903,0.003415
11,1,1,1904,0.133105
11,1,1,1905,0.33447
11,1,1,1906,0.484645
11,1,1,1907,0.51536
11,1,1,1908,0.41297
11,1,1,1909,0.450515
11,1,1,1910,0.447095
11,1,1,1911,0.443685
11,1,1,1912,0.419795
11,1,1,1913,0.348125
11,1,1,1914,0.133105
11,1,1,1915,0.003415
11,1,1,1916,0.0
11,1,1,1917,0.0
11,1,1,1918,0.0
11,1,1,1919,0.0
11,1,1,1920,0.0
11,1,1,1921,0.0
11,1,1,1922,0.0
11,1,1,1923,0.0
11,1,1,1924,0.0
11,1,1,1925,0.0
11,1,1,1926,0.0
11,1,1,1927,0.0
11,1,1,1928,0.044365
11,1,1,1929,0.075085
11,1,1,1930,0.109215
11,1,1,1931,0.119455
11,1,1,1932,0.157
11,1,1,1933,0.21843
11,1,1,1934,0.12628
11,1,1,1935,0.11263
11,1,1,1936,0.071675
11,1,1,1937,0.03413
11,1,1,1938,0.01365
11,1,1,1939,0.0
11,1,1,1940,0.0
11,1,1,1941,0.0
11,1,1,1942,0.0
11,1,1,1943,0.0
11,1,1,1944,0.0
11,1,1,1945,0.0
11,1,1,1946,0.0
11,1,1,1947,0.0
11,1,1,1948,0.0
11,1,1,1949,0.0
11,1,1,1950,0.0
11,1,1,1951,0.0
11,1,1,1952,0.023895
11,1,1,1953,0.04437
11,1,1,1954,0.08874
11,1,1,1955,0.21843
11,1,1,1956,0.38225
11,1,1,1957,0.38908
11,1,1,1958,0.313995
11,1,1,1959,0.122865
11,1,1,1960,0.078495
11,1,1,1961,0.05461
11,1,1,1962,0.027305
11,1,1,1963,0.0
11,1,1,1964,0.0
11,1,1,1965,0.0
11,1,1,1966,0.0
11,1,1,1967,0.0
11,1,1,1968,0.0
11,1,1,1969,0.0
11,1,1,1970,0.0
11,1,1,1971,0.0
11,1,1,1972,0.0
11,1,1,1973,0.0
11,1,1,1974,0.0
11,1,1,1975,0.0
11,1,1,1976,0.03072
11,1,1,1977,0.0785
11,1,1,1978,0.157
11,1,1,1979,0.174065
11,1,1,1980,0.167235
11,1,1,1981,0.12287
11,1,1,1982,0.10239
11,1,1,1983,0.075085
11,1,1,1984,0.04096
11,1,1,1985,0.030715
11,1,1,1986,0.030715
11,1,1,1987,0.0
11,1,1,1988,0.0
11,1,1,1989,0.0
11,1,1,1990,0.0
11,1,1,1991,0.0
11,1,1,1992,0.0
11,1,1,1993,0.0
11,1,1,1994,0.0
11,1,1,1995,0.0
11,1,1,1996,0.0
11,1,1,1997,0.0
11,1,1,1998,0.0
11,1,1,1999,0.0
11,1,1,2000,0.040955
11,1,1,2001,0.119455
11,1,1,2002,0.19795
11,1,1,2003,0.225255
11,1,1,2004,0.211605
11,1,1,2005,0.28669
11,1,1,2006,0.361775
11,1,1,2007,0.293515
11,1,1,2008,0.156995
11,1,1,2009,0.08874
11,1,1,2010,0.03413
11,1,1,2011,0.0
11,1,1,2012,0.0
11,1,1,2013,0.0
11,1,1,2014,0.0
11,1,1,2015,0.0
11,1,1,2016,0.0
11,1,1,2017,0.0
11,1,1,2018,0.0
11,1,1,2019,0.0
11,1,1,2020,0.0
11,1,1,2021,0.0
11,1,1,2022,0.0
11,1,1,2023,0.003415
11,1,1,2024,0.027305
11,1,1,2025,0.095565
11,1,1,2026,0.153585
11,1,1,2027,0.156995
11,1,1,2028,0.13993
11,1,1,2029,0.12628
11,1,1,2030,0.109215
11,1,1,2031,0.085325
11,1,1,2032,0.05802
11,1,1,2033,0.04096
11,1,1,2034,0.01024
11,1,1,2035,0.0
11,1,1,2036,0.0
11,1,1,2037,0.0
11,1,1,2038,0.0
11,1,1,2039,0.0
11,1,1,2040,0.0
11,1,1,2041,0.0
11,1,1,2042,0.0
11,1,1,2043,0.0
11,1,1,2044,0.0
11,1,1,2045,0.0
11,1,1,2046,0.0
11,1,1,2047,0.01365
11,1,1,2048,0.058025
11,1,1,2049,0.16041
11,1,1,2050,0.32423
11,1,1,2051,0.443685
11,1,1,2052,0.535835
11,1,1,2053,0.648465
11,1,1,2054,0.6587
11,1,1,2055,0.559725
11,1,1,2056,0.45051
11,1,1,2057,0.313995
11,1,1,2058,0.16041
11,1,1,2059,0.003415
11,1,1,2060,0.0
11,1,1,2061,0.0
11,1,1,2062,0.0
11,1,1,2063,0.0
11,1,1,2064,0.0
11,1,1,2065,0.0
11,1,1,2066,0.0
11,1,1,2067,0.0
11,1,1,2068,0.0
11,1,1,2069,0.0
11,1,1,2070,0.0
11,1,1,2071,0.02389
11,1,1,2072,0.2116
11,1,1,2073,0.419795
11,1,1,2074,0.5529
11,1,1,2075,0.68601
11,1,1,2076,0.832765
11,1,1,2077,0.84983
11,1,1,2078,0.798635
11,1,1,2079,0.74744
11,1,1,2080,0.54949
11,1,1,2081,0.399315
11,1,1,2082,0.177475
11,1,1,2083,0.003415
11,1,1,2084,0.0
11,1,1,2085,0.0
11,1,1,2086,0.0
11,1,1,2087,0.0
11,1,1,2088,0.0
11,1,1,2089,0.0
11,1,1,2090,0.0
11,1,1,2091,0.0
11,1,1,2092,0.0
11,1,1,2093,0.0
11,1,1,2094,0.0
11,1,1,2095,0.02389
11,1,1,2096,0.18089
11,1,1,2097,0.42662
11,1,1,2098,0.67918
11,1,1,2099,0.815695
11,1,1,2100,0.88396
11,1,1,2101,0.866895
11,1,1,2102,0.79522
11,1,1,2103,0.651875
11,1,1,2104,0.484645
11,1,1,2105,0.27304
11,1,1,2106,0.095565
11,1,1,2107,0.0
11,1,1,2108,0.0
11,1,1,2109,0.0
11,1,1,2110,0.0
11,1,1,2111,0.0
11,1,1,2112,0.0
11,1,1,2113,0.0
11,1,1,2114,0.0
11,1,1,2115,0.0
11,1,1,2116,0.0
11,1,1,2117,0.0
11,1,1,2118,0.0
11,1,1,2119,0.0
11,1,1,2120,0.027305
11,1,1,2121,0.157
11,1,1,2122,0.23891
11,1,1,2123,0.238905
11,1,1,2124,0.221845
11,1,1,2125,0.245735
11,1,1,2126,0.122865
11,1,1,2127,0.098975
11,1,1,2128,0.09556
11,1,1,2129,0.133105
11,1,1,2130,0.058025
11,1,1,2131,0.0
11,1,1,2132,0.0
11,1,1,2133,0.0
11,1,1,2134,0.0
11,1,1,2135,0.0
11,1,1,2136,0.0
11,1,1,2137,0.0
11,1,1,2138,0.0
11,1,1,2139,0.0
11,1,1,2140,0.0
11,1,1,2141,0.0
11,1,1,2142,0.0
11,1,1,2143,0.017065
11,1,1,2144,0.095565
11,1,1,2145,0.1058
11,1,1,2146,0.13993
11,1,1,2147,0.1843
11,1,1,2148,0.191125
11,1,1,2149,0.23208
11,1,1,2150,0.235495
11,1,1,2151,0.18089
11,1,1,2152,0.08191
11,1,1,2153,0.051195
11,1,1,2154,0.01365
11,1,1,2155,0.0
11,1,1,2156,0.0
11,1,1,2157,0.0
11,1,1,2158,0.0
11,1,1,2159,0.0
11,1,1,2160,0.0
11,1,1,2161,0.0
11,1,1,2162,0.0
11,1,1,2163,0.0
11,1,1,2164,0.0
11,1,1,2165,0.0
11,1,1,2166,0.0
